signal_id,holding_days,entry_date,exit_date,entry_price,exit_price,size,pnl,return_pct,exit_reason
S5_macd_cross,10,2012-09-10,2012-09-24,1429.0799560546875,1456.8900146484375,69.90518583431658,1742.32304694508,1.7423230469450823,time_stop
S5_macd_cross,10,2012-11-23,2012-12-07,1409.1500244140625,1418.0699462890625,70.89387089329917,431.9352221945876,0.43193522219457936,time_stop
S5_macd_cross,10,2013-01-03,2013-01-17,1459.3699951171875,1480.93994140625,68.45426467198124,1275.2780576194928,1.2752780576194889,time_stop
S5_macd_cross,10,2013-03-06,2013-03-20,1541.4599609375,1558.7099609375,64.80875431843309,917.0328611807913,0.9170328611807887,time_stop
S5_macd_cross,10,2013-04-11,2013-04-25,1593.3699951171875,1585.1600341796875,62.6973648344323,-714.0283730588801,-0.7140283730588837,time_stop
S5_macd_cross,10,2013-04-26,2013-05-10,1582.239990234375,1633.699951171875,63.138399052410406,3046.0502495442443,3.046050249544252,time_stop
S5_macd_cross,10,2013-07-05,2013-07-19,1631.8900146484375,1692.0899658203125,61.217422132227256,3481.8003376047286,3.4818003376047235,time_stop
S5_macd_cross,10,2013-08-05,2013-08-19,1707.1400146484375,1646.06005859375,58.51898440836031,-3770.562858831757,-3.770562858831761,time_stop
S5_macd_cross,10,2013-09-09,2013-09-23,1671.7099609375,1701.8399658203125,59.75922991095634,1598.9451433210377,1.59894514332104,time_stop
S5_macd_cross,10,2013-10-15,2013-10-29,1698.06005859375,1771.949951171875,58.83190019959145,4142.935503328691,4.142935503328693,time_stop
