bin,n_signal,n_nonsignal,post_vol_signal,post_vol_nonsignal,ratio,prevol_signal,prevol_nonsignal,prevol_gap_pct,stratification,in_weighted_mean
Q1,1,1327,0.006127191912266133,0.0068076281347496026,0.9000479742701901,0.003819903031966811,0.004435353473794806,-13.876017897203285,양호,False
Q2,2,1265,0.010055479321930133,0.007626340586428399,1.3185195714737097,0.00584471150723475,0.006342598353571446,-7.849887673501222,양호,False
Q3,10,1132,0.00923254102300173,0.008515982521830442,1.084142786734756,0.008298651076188303,0.0082014821110634,1.1847732374350661,양호,True
Q4,20,1288,0.013973855744198682,0.010307786685099272,1.355660159750784,0.010962345093796049,0.0107018784084254,2.433840821491562,양호,True
Q5,32,1586,0.024954889608497455,0.016104072199070334,1.5496012002441262,0.019360554727748322,0.018857569661991043,2.6672846754536295,양호,True
